20150929,吃飯,qiufeng,hupili,100,
20150930,聚餐 泰式火鍋,chaotianyi,hupili,261,
20151001,粥面,hupili,qiufeng,32,
20151001,粥面,hupili,kateliu1992,38,
20151002,米线,hupili,kateliu1992,28,
20151002,米线,hupili,andyshuxin,48,
20151002,米线,hupili,qiufeng,41,
20151005,遥远的小菜,hupili,qiufeng,59,
20151005,遥远的小菜,hupili,andyshuxin,59,
20151005,遥远的小菜,hupili,chaotianyi,59,
20151005,taxi,andyshuxin,hupili,233,
20151005,越南,hupili,andyshuxin,68.4,
20151005,越南,hupili,chaotianyi,68.4,
20151005,越南,hupili,qiufeng,68.4,
20151005,越南,hupili,franklin,68.4,
20151005,日料,franklin,chaotianyi,73.25,
20151005,日料,franklin,qiufeng,73.25,
20151005,日料,franklin,kateliu1992,73.25,
20151006,兩個前端,qiufeng,hupili,65,
20151006,兩個前端,qiufeng,kateliu1992,65,
20151006,兩個前端,qiufeng,andyshuxin,65,
20151006,七重天,qiufeng,hupili,50,
20151007,兩個前端,kateliu1992,andyshuxin,38,
20151007,兩個前端,kateliu1992,chaotianyi,38,
20151007,泰式,andyshuxin,hupili,63,
20151007,泰式,andyshuxin,chaotianyi,63,
20151007,泰式,andyshuxin,qiufeng,63,
20151007,泰式,andyshuxin,franklin,63,
20151007,泰式,andyshuxin,kateliu1992,32,
20151008,七重天,kateliu1992,hupili,82,
20151011,臺灣,hupili,chaotianyi,50,
20151011,臺灣,hupili,franklin,50,
20151011,越南,franklin,hupili,41,
20151011,越南,franklin,chaotianyi,41,
20151009,兩個前端,chaotianyi,hupili,43,
20151009,兩個前端,chaotianyi,kateliu1992,43,
20151009,兩個前端,chaotianyi,franklin,43,
20151009,兩個前端,chaotianyi,qiufeng,43,
20151009,兩個前端,chaotianyi,andyshuxin,43,
20151008,兩個前端,qiufeng,andyshuxin,55,
20151008,兩個前端,qiufeng,hupili,55,
20151008,兩個前端,qiufeng,kateliu1992,55,
20151012,兩個前端,franklin,andyshuxin,45,
20151013,兩個前端,franklin,chaotianyi,45,
20151013,兩個前端,franklin,qiufeng,45,
20151013,兩個前端,franklin,kateliu1992,45,
20151000,無名餐廳,kateliu1992,chaotianyi,38,
20151000,無名餐廳,kateliu1992,franklin,38,
20151000,兩個前端,kateliu1992,andyshuxin,47,
20151000,兩個前端,kateliu1992,hupili,47,
20151000,兩個前端,kateliu1992,chaotianyi,47,
20151000,兩個前端,kateliu1992,qiufeng,47,
20151000,兩個前端,kateliu1992,franklin,47,
20151014,三哥,hupili,andyshuxin,62,
20151014,三哥,hupili,chaotianyi,45,
20151014,三哥,hupili,qiufeng,38,
20151014,兩個前端,andyshuxin,hupili,38,
20151014,兩個前端,andyshuxin,chaotianyi,38,
20151014,兩個前端,andyshuxin,qiufeng,38,
20151014,兩個前端,andyshuxin,franklin,38,
20151014,兩個前端,andyshuxin,kateliu1992,38,
20151015,臺灣,chaotianyi,hupili,50,
20151015,臺灣,chaotianyi,andyshuxin,50,
20151015,臺灣,chaotianyi,franklin,50,
20151015,臺灣,chaotianyi,qiufeng,35,
20151015,臺灣,chaotianyi,kateliu1992,35,
20151016,越南,andyshuxin,chaotianyi,67,
20151016,越南,andyshuxin,hupili,67,
20151016,越南,andyshuxin,qiufeng,67,
20151017,Singapore,hupili,andyshuxin,100,
20151017,Singapore,hupili,chaotianyi,80,
20151018,七重天,hupili,andyshuxin,80,
20151018,七重天,hupili,qiufeng,50,
20151015,米线,qiufeng,andyshuxin,50,
20151015,米线,qiufeng,chaotianyi,40,
20151019,台灣,qiufeng,hupili,100,
20151020,米线,hupili,andyshuxin,48,
20151020,米线,hupili,chaotianyi,30,
20151022,泰餐,kateliu1992,hupili,56,
20151022,泰餐,kateliu1992,andyshuxin,56,
20151022,泰餐,kateliu1992,qiufeng,56,
20151022,泰餐,kateliu1992,chaotianyi,38,
20151023,兩個前端,chaotianyi,hupili,46,
20151023,兩個前端,chaotianyi,andyshuxin,46,
20151023,兩個前端,chaotianyi,qiufeng,46,
20151023,兩個前端,chaotianyi,franklin,46,
20151023,兩個前端,chaotianyi,kateliu1992,46,
20151025,三哥,qiufeng,chaotianyi,41,
20151025,三哥,qiufeng,kateliu1992,35,
20151025,安南越南米粉,qiufeng,chaotianyi,56,
20151025,安南越南米粉,qiufeng,kateliu1992,56,
20151027,七重天,franklin,hupili,100,
20151027,米线,kateliu1992,qiufeng,45,
20151027,米线,kateliu1992,chaotianyi,38,
20151027,米线,kateliu1992,andyshuxin,73,
20151027,米线,kateliu1992,hupili,48,
20151029,Thai,andyshuxin,franklin,60,
20151029,Thai,andyshuxin,hupili,60,
20151029,Thai,andyshuxin,kateliu1992,60,
20151029,Thai,andyshuxin,chaotianyi,60,
20151029,Thai,andyshuxin,qiufeng,60,
20151101,翠河,andyshuxin,hupili,55,
20151104,台灣,franklin,chaotianyi,55,
20151104,台灣,franklin,kateliu1992,39,
20151104,台灣,franklin,qiufeng,55,
20151104,台灣,franklin,charliechen,55,
20151104,電視機,hupili,andyshuxin,60,
20151104,電視機,hupili,chaotianyi,60,
20151104,電視機,hupili,kateliu1992,60,
20151105,Thai,qiufeng,hupili,59,
20151105,Thai,qiufeng,andyshuxin,62,
20151105,Thai,qiufeng,chaotianyi,50,
20151105,Thai,qiufeng,franklin,56,
20151105,Thai,qiufeng,kateliu1992,39,
20151105,Thai,qiufeng,charliechen,56,
20151106,兩個前端,charliechen,hupili,44,
20151106,兩個前端,charliechen,andyshuxin,44,
20151106,兩個前端,charliechen,chaotianyi,44,
20151106,兩個前端,charliechen,kateliu1992,42,
20151106,兩個前端,charliechen,franklin,42,
20151106,兩個前端,charliechen,qiufeng,42,
20151109,泰国,qiufeng,chaotianyi,60,
20151109,泰国,qiufeng,hupili,60,
20151110,Thai,chaotianyi,hupili,65,
20151110,Thai,chaotianyi,andyshuxin,63,
20151110,Thai,chaotianyi,qiufeng,63,
20151110,Thai,chaotianyi,franklin,63,
20151110,Thai,chaotianyi,kateliu1992,56,
20151105,越南,chaotianyi,hupili,67,
20151105,越南,chaotianyi,andyshuxin,67,
20151105,越南,chaotianyi,qiufeng,67,
20151105,越南,andyshuxin,chaotianyi,100,
20151110,台湾,chaotianyi,andyshuxin,93,
20151110,台湾,chaotianyi,franklin,93,
20151110,台湾,chaotianyi,kateliu1992,93,
20151110,台湾,kateliu1992,chaotianyi,100,
20151113,泰国,qiufeng,andyshuxin,55,
20151113,泰国,qiufeng,chaotianyi,60,
20151113,泰国,qiufeng,franklin,55,
20151113,泰国,qiufeng,kateliu1992,55,
20151113,泰国,qiufeng,charliechen,55,
20151116,越南,charliechen,hupili,48,
20151116,越南,charliechen,chaotianyi,41,
20151117,兩個前端,franklin,hupili,40,
20151117,兩個前端,franklin,chaotianyi,40,
20151117,兩個前端,franklin,qiufeng,40,
20151117,兩個前端,franklin,kateliu1992,40,
20151117,兩個前端,franklin,liushimeng,40,
20151117,兩個前端,franklin,charliechen,40,
20151117,兩個前端,franklin,humengnan,40,
20151118,Cash Transfer,hupili,qiufeng,500,
20151118,Clearance for Andy,andyshuxin,hupili,114.4,
20151118,台湾,charliechen,franklin,59,
20151118,台湾,charliechen,chaotianyi,55,
20151118,台湾,charliechen,kateliu1992,35,
20151118,台湾,charliechen,qiufeng,53,
20151118,台湾,charliechen,hupili,55,
20151117,泰国,chaotianyi,hupili,60,
20151117,泰国,chaotianyi,qiufeng,60,
20151117,美心,hupili,chaotianyi,37,
20151118,三哥,qiufeng,chaotianyi,45,
20151118,三哥,qiufeng,charliechen,60,
20151118,三哥,qiufeng,hupili,60,
20151119,越南,qiufeng,chaotianyi,40,
20151119,越南,qiufeng,franklin,40,
20151119,Cash Transfer,hupili,charliechen,100,
20151119,韩国,hupili,charliechen,75,
20151121,泰国,chaotianyi,qiufeng,90,
20151122,三哥,qiufeng,kateliu1992,55,
20151122,三哥,qiufeng,chaotianyi,55,
20151122,借钱,kateliu1992,qiufeng,200,
20151123,借钱,kateliu1992,qiufeng,200,
20151124,两个前端,charliechen,hupili,44,
20151124,两个前端,charliechen,franklin,42,
20151124,两个前端,charliechen,chaotianyi,44,
20151124,两个前端,charliechen,kateliu1992,44,
20151124,三哥,chaotianyi,qiufeng,50,
20151124,三哥,chaotianyi,charliechen,70,
20151125,還錢,hupili,chaotianyi,300,
20151120,東南亞,chaotianyi,hupili,70,
20151120,東南亞,chaotianyi,qiufeng,78,
20151120,東南亞,chaotianyi,charliechen,80,
20151120,東南亞,chaotianyi,franklin,80,
